case_id,original_designer_name,original_brand_name,original_item_type,original_design_elements,original_year,copier_brand_name,copier_item_type,copy_year,infringement_label,confidence,source,notes
DP_CUR_001,Emma Mulholland,Emma Mulholland,Apparel,"Bright tropical fruit prints featuring watermelons, bananas, and pineapples, bold primary colors on white background, playful retro summer aesthetic with geometric placement",2014,H&M,Apparel,2016,knockoff,high,Diet Prada,"Direct fruit print copy, public Instagram callout led to awareness campaign"
DP_CUR_002,Bailey Prado,Bailey Doesnt Bark,Home Decor,"Original tapestry with abstract female faces in bold line art, contemporary illustration style, warm earth tones with terracotta and cream",2017,Urban Outfitters,Home Decor,2018,knockoff,high,Diet Prada,"Exact tapestry design replicated, led to public dispute and eventual resolution"
DP_CUR_003,Adam J Kurtz,Adam J Kurtz,Accessories,"Hand-lettered motivational and snarky phrases in minimalist black and white typography, quirky sayings like ""1-800-ARE-YOU-OK"", casual handwritten aesthetic",2015,Multiple fast fashion retailers,Accessories,2017,knockoff,high,Diet Prada,Multiple retailers copied distinctive hand-lettered designs across products
DP_CUR_004,Amelia Toro,Amelia Toro,Apparel,"Intricate white cotton dress with delicate floral embroidery patterns, Colombian artisan hand-stitched craftsmanship, romantic tiered silhouette with ruffled hem",2016,Zara,Apparel,2017,knockoff,high,Diet Prada,"Nearly identical embroidered dress design, pattern and silhouette replicated"
DP_CUR_005,Sophie Tea,Sophie Tea Art,Apparel,"Colorful illustrations of diverse female figures with empowerment themes, bold expressive brush strokes, vibrant pink and orange color palette, body-positive messaging",2018,Shein,Apparel,2019,knockoff,high,Diet Prada,Artist illustration style and specific designs copied onto mass-produced apparel
DP_CUR_006,Hayden Reis,Hayden Reis,Apparel,"Rainbow stripe knitwear with distinctive vertical color blocking, bright gradient from red to violet, chunky knit texture, oversized relaxed fit",2019,Revolve,Apparel,2020,knockoff,high,Diet Prada,Exact rainbow stripe pattern and silhouette copied in knitwear collection
DP_CUR_007,Clare Vivier,Clare V,Accessories,"Foldover leather clutch with distinctive V-shaped flap, minimalist design, premium leather in neutral tones, signature gold zipper detail",2010,Multiple retailers,Accessories,2015,similar,high,Press,Iconic clutch design widely copied with minor variations across fast fashion
DP_CUR_008,Jennifer Fisher,Jennifer Fisher Jewelry,Jewelry,"Oversized gold hoop earrings with thick tubular geometry, chunky statement proportions, high-polish finish, distinctive organic curves",2014,Shein,Jewelry,2020,similar,medium,Diet Prada,Similar oversized hoop geometry and proportions replicated in budget jewelry
DP_CUR_009,Machete,Machete,Accessories,"Italian cellulose acetate hair clips in tortoiseshell pattern, geometric squared shapes, premium material quality, bold color variations",2016,Anthropologie,Accessories,2019,similar,medium,Press,Similar acetate hair accessory shapes and patterns at lower price point
DP_CUR_010,Wolf Circus,Wolf Circus,Jewelry,"Sculptural minimalist jewelry with geometric gold forms, delicate stacking rings, abstract shapes inspired by modern art, matte and polished finishes",2017,Amazon sellers,Jewelry,2020,knockoff,high,Press,Exact ring designs replicated by multiple Amazon third-party sellers
LEGAL_001,Christian Louboutin,Christian Louboutin,Footwear,"High heels with distinctive red lacquered sole, signature scarlet red Pantone 18-1663TP, contrast between upper and sole",1992,Yves Saint Laurent,Footwear,2011,similar,high,Legal filing,"Famous red sole trademark case, Louboutin partially won protection for red soles"
LEGAL_002,Katie Perry,Independent Artist,Apparel,"Flame graphic illustration with distinctive organic fire shapes, bold orange and red gradient, hand-drawn artistic style",2013,Forever 21,Apparel,2015,knockoff,high,Legal filing,"Exact flame graphic copied, led to copyright lawsuit and settlement"
LEGAL_003,Diane Von Furstenberg,DVF,Apparel,"Iconic wrap dress with faux-wrap V-neckline, tie waist closure, jersey knit fabric, bold geometric and floral prints",1974,Various fast fashion,Apparel,2000,similar,medium,Press,"Classic wrap dress silhouette widely copied as it cannot be copyrighted, but print designs are protected"
LEGAL_004,Dapper Dan,Dapper Dan,Apparel,"Luxury logo remix tailoring, custom Harlem streetwear combining designer monograms with oversized silhouettes, bold reimagining of Louis Vuitton and Gucci patterns",1980,Gucci,Apparel,2017,knockoff,high,Press,"Gucci directly replicated Dapper Dan jacket before collaboration, led to partnership"
LEGAL_005,Cecilia Monge,Independent Designer,Footwear,"Color-blocked sneakers with geometric panels in pink, white, and blue, distinctive triangular side design, platform sole",2015,Converse,Footwear,2019,knockoff,high,Press,Designer internship submission was replicated exactly by Converse in production
PRESS_001,Thebe Magugu,Thebe Magugu,Apparel,"South African heritage prints with archive photo transfers, earth tone palette, cultural storytelling through fabric, structured tailoring with African motifs",2018,Fast fashion retailers,Apparel,2021,knockoff,high,Press,"Emerging African designer prints copied by mass market, cultural appropriation concerns"
PRESS_002,Aurora James,Brother Vellies,Footwear,"Handwoven leather sandals with geometric strap pattern, earth-tone palette combining terracotta and cream, flat sole with ankle wrap tie, artisanal African-inspired craftsmanship",2013,Zara,Footwear,2017,knockoff,high,Diet Prada,"Near-identical weaving pattern and color scheme, smaller designer called out mass retailer"
PRESS_003,Kenneth Ize,Kenneth Ize,Apparel,"Traditional West African Aso-Oke hand-woven textiles, vibrant striped patterns in rainbow colors, artisan collaboration with Nigerian weavers, sustainable luxury aesthetic",2019,Fast fashion,Apparel,2021,similar,medium,Press,Traditional textile patterns appropriated without credit to artisan communities
PRESS_004,Telfar Clemens,Telfar,Accessories,"Vegan leather shopping bag with distinctive T-shaped logo cutout, minimalist structured silhouette, accessible luxury positioning, multiple colorways",2014,Multiple retailers,Accessories,2020,knockoff,high,Press,Iconic Shopping Bag design widely copied after viral popularity
PRESS_005,Kerby Jean-Raymond,Pyer Moss,Apparel,"Deconstructed tailoring with exaggerated proportions, bold graphic prints celebrating Black American history, sculptural silhouettes with social commentary",2018,Fast fashion,Apparel,2021,similar,medium,Press,Design aesthetic and specific print concepts appropriated without cultural context
SNEAK_001,Jeff Staple,Staple Design,Sneakers,"Nike SB Dunk Low with grey suede upper, pink pigeon embroidery on heel, NYC pigeon motif, limited release colorway",2005,Various knockoff brands,Sneakers,2017,similar,medium,Press,Pigeon motif and colorway reused without licensing by budget sneaker brands
SNEAK_002,Virgil Abloh,Off-White,Sneakers,"Deconstructed sneaker with visible construction labels, quotation marks around text, plastic zip-tie tag, industrial design language",2017,Various fast fashion,Sneakers,2018,similar,medium,Press,Distinctive design language elements copied across multiple sneaker brands
SNEAK_003,Kanye West,Yeezy,Sneakers,"Yeezy Boost 350 with primeknit upper, distinctive side stripe pattern, low-profile boost sole, earth tone colorways",2015,Skechers,Sneakers,2016,knockoff,high,Legal filing,"Skechers created nearly identical silhouette, led to lawsuit"
JEWEL_001,Maria Black,Maria Black,Jewelry,"Minimalist sculptural ear cuffs in sterling silver, geometric angular shapes that wrap around ear, modern Scandinavian aesthetic",2012,Zara,Jewelry,2017,knockoff,high,Diet Prada,Exact ear cuff designs replicated in base metal
JEWEL_002,Pamela Love,Pamela Love,Jewelry,"Tribal-inspired sterling silver jewelry with geometric patterns, Native American motifs, crescent moon and celestial symbols, oxidized finish",2007,Forever 21,Jewelry,2012,knockoff,high,Legal filing,"Multiple piece designs copied, led to lawsuit and settlement"
PRINT_001,Anna Sheffield,Bing Bang,Jewelry,"Delicate 14k gold layering necklaces with tiny pendants, minimalist chain designs, small charms including hamsa and evil eye",2008,H&M,Jewelry,2013,similar,medium,Press,"Delicate layering necklace trend popularized by designer, widely copied aesthetic"
PRINT_002,People of Print,Various Artists,Apparel,"Original textile prints by independent surface pattern designers, hand-drawn florals, abstract geometrics, unique color palettes",2016,Forever 21,Apparel,2017,knockoff,high,Diet Prada,Multiple independent textile designers had prints copied exactly
FW_001,Wales Bonner,Wales Bonner,Apparel,"Signature stripe and trim knitwear in cricket-inspired patterns, cream and burgundy color palette, cultural fusion of African and European heritage",2016,Mass retailers,Apparel,2019,similar,medium,Diet Prada,Distinctive design language and stripe patterns appropriated
FW_002,Sandy Liang,Sandy Liang,Apparel,"Fleece jackets with vintage-inspired detailing, Chinatown aesthetic, playful proportions with cropped lengths, contrast piping and zippers",2017,Zara,Apparel,2020,knockoff,high,Diet Prada,Signature fleece jacket designs copied with nearly identical details
FW_003,Maryam Nassir Zadeh,Maryam Nassir Zadeh,Footwear,"Minimalist mules with distinctive square toe, clear perspex details, architectural heel shapes, modern effortless aesthetic",2016,Topshop,Footwear,2018,knockoff,high,Diet Prada,Iconic square-toe mule design replicated closely
ACC_001,Susan Alexandra,Susan Alexandra,Accessories,"Handmade beaded bags with vintage-inspired designs, colorful glass beads, whimsical fruit and flower motifs, sculptural shapes",2018,Shein,Accessories,2020,knockoff,high,Diet Prada,Distinctive beaded bag designs mass-produced with similar motifs
ACC_002,Rains,Rains,Accessories,"Minimalist waterproof backpack with rubberized finish, matte texture, clean Scandinavian lines, urban functional aesthetic",2012,Multiple retailers,Accessories,2018,similar,medium,Press,Minimalist waterproof bag aesthetic widely copied across retailers
EMERG_001,Christopher John Rogers,Christopher John Rogers,Apparel,"Sculptural dresses with exaggerated volume, bold saturated color blocking, architectural draping, dramatic silhouettes",2019,Fast fashion,Apparel,2021,similar,medium,Press,Signature voluminous silhouette and color approach copied in simplified forms
EMERG_002,Colrs,Colrs,Apparel,"Distinct color-blocking graphics with neon accents, geometric panel arrangements, street art inspired aesthetic",2017,Off-White,Apparel,2018,similar,medium,Diet Prada,Highly similar color-blocking arrangement and palette in subsequent collection
FF_001,Elisa van Joolen,Elisa van Joolen,Footwear,"Reconstructed sneakers made from second-hand shoe collage, visible construction techniques, deconstructed aesthetic, sustainable upcycling approach",2018,Off-White,Footwear,2019,knockoff,high,Diet Prada,Same reconstruction logic and visual language in high-fashion context
FF_002,Art Garments,Art Garments,Apparel,"Matching short set with unique abstract print pattern, contemporary art-inspired textile design, specific color placement and silhouette",2019,Sarah Bernstein,Apparel,2019,knockoff,high,Diet Prada,Same print and cut used in competing designer collection
FF_003,Second Wind,Second Wind,Accessories,"Original textile prints on protective face masks, unique pattern designs created during COVID-19, artistic fabric designs",2020,Multiple mass brands,Accessories,2020,knockoff,high,Diet Prada,Identical prints reproduced at mass scale during pandemic mask demand
STREET_001,Melody Ehsani,Melody Ehsani,Jewelry,"Gold nameplate jewelry with feminist and empowerment messaging, distinctive hand pendant designs, bold statement pieces",2009,Multiple retailers,Jewelry,2015,similar,medium,Press,Signature nameplate and hand pendant aesthetic widely copied
STREET_002,Madewell,Madewell,Accessories,"Canvas transport tote with leather straps, utilitarian design, natural canvas and brown leather combination, simple logo placement",2010,Various retailers,Accessories,2015,similar,medium,Press,Classic tote design format widely adopted across market
LUX_001,Bottega Veneta,Bottega Veneta,Accessories,"Intrecciato woven leather technique, signature hand-woven pattern, buttery soft leather, understated luxury aesthetic without visible logos",1966,Multiple fast fashion,Accessories,2019,similar,medium,Press,Iconic weave pattern widely copied when design became trendy again
LUX_002,Jacquemus,Jacquemus,Accessories,"Le Chiquito micro bag with exaggerated small proportions, top handle design, architectural silhouette, statement hardware",2018,Zara,Accessories,2019,knockoff,high,Diet Prada,Micro bag trend and specific silhouette directly copied
VER_001,Recho Omondi,Recho Omondi,Accessories,"Vibrant woven raffia bags with colorful geometric patterns, sustainable materials, bold multi-color combinations, African textile influence",2016,Zara,Accessories,2019,knockoff,high,Diet Prada,Distinctive woven bag designs and color combinations replicated
VER_002,Lirika Matoshi,Lirika Matoshi,Apparel,"Strawberry dress with tulle layers, hand-sewn strawberry embellishments, pink tulle construction, whimsical cottage-core aesthetic",2019,Shein,Apparel,2020,knockoff,high,Diet Prada,Viral strawberry dress design copied after TikTok fame
VER_003,GCDS,GCDS,Apparel,"Logo-centric streetwear with bold graphic placement, 90s-inspired aesthetic, neon color blocking, logomania branding",2015,Fashion Nova,Apparel,2018,similar,medium,Press,Logo placement and aesthetic approach copied in fast fashion context
VER_004,Marine Serre,Marine Serre,Apparel,"Crescent moon print motif, all-over pattern on bodysuits and tops, futuristic regenerated materials, distinctive lunar symbol",2017,Zara,Apparel,2019,knockoff,high,Diet Prada,Signature crescent moon print copied on similar garment styles
VER_005,Rejina Pyo,Rejina Pyo,Apparel,"Sculptural knitwear with distinctive cutout details, asymmetric hem designs, modern minimalist aesthetic, architectural construction",2018,H&M,Apparel,2020,similar,medium,Press,Cutout knitwear design language adopted in mass market
VER_006,Palomo Spain,Palomo Spain,Apparel,"Gender-fluid design with exaggerated ruffles and bows, romantic menswear, theatrical proportions, Spanish cultural references",2016,Zara,Apparel,2019,similar,medium,Press,Ruffle and bow details in menswear borrowed from signature aesthetic
VER_007,Cult Gaia,Cult Gaia,Accessories,"Ark bag with bamboo construction, architectural cage-like structure, sculptural bamboo slats forming oval shape, natural materials",2016,Multiple retailers,Accessories,2018,knockoff,high,Diet Prada,Iconic Ark bag structure widely replicated after Instagram popularity
VER_008,Eckhaus Latta,Eckhaus Latta,Apparel,"Inside-out construction showing exposed seams, raw edge details, deliberately unfinished aesthetic, avant-garde knitwear",2015,Urban Outfitters,Apparel,2019,similar,medium,Press,Exposed seam construction technique adopted in mass market
